day,store,sales,date,week_id,price,weekday,wday,month,year,snap_CA,snap_TX,snap_WI
d_1635,TX3,76,1635,11525,1.68,Tuesday,4,7,2015,0,0,0
d_1636,TX3,49,1636,11525,1.68,Wednesday,5,7,2015,0,0,0
d_1637,TX3,78,1637,11525,1.68,Thursday,6,7,2015,0,0,0
d_1638,TX3,85,1638,11525,1.68,Friday,7,7,2015,0,0,0
d_1639,TX3,91,1639,11526,1.68,Saturday,1,7,2015,0,0,0
d_1640,TX3,92,1640,11526,1.68,Sunday,2,7,2015,0,0,0
d_1641,TX3,66,1641,11526,1.68,Monday,3,7,2015,0,0,0
d_1642,TX3,62,1642,11526,1.68,Tuesday,4,7,2015,0,0,0
d_1643,TX3,58,1643,11526,1.68,Wednesday,5,7,2015,0,0,0
d_1644,TX3,68,1644,11526,1.68,Thursday,6,7,2015,0,0,0
d_1645,TX3,93,1645,11526,1.68,Friday,7,7,2015,0,0,0
d_1646,TX3,113,1646,11527,1.68,Saturday,1,8,2015,1,1,0
d_1647,TX3,114,1647,11527,1.68,Sunday,2,8,2015,1,0,1
d_1648,TX3,94,1648,11527,1.68,Monday,3,8,2015,1,1,1
d_1649,TX3,86,1649,11527,1.68,Tuesday,4,8,2015,1,0,0
d_1650,TX3,78,1650,11527,1.68,Wednesday,5,8,2015,1,1,1
d_1651,TX3,80,1651,11527,1.68,Thursday,6,8,2015,1,1,1
d_1652,TX3,107,1652,11527,1.68,Friday,7,8,2015,1,1,0
d_1653,TX3,124,1653,11528,1.68,Saturday,1,8,2015,1,0,1
d_1654,TX3,128,1654,11528,1.68,Sunday,2,8,2015,1,1,1
d_1655,TX3,111,1655,11528,1.68,Monday,3,8,2015,1,0,0
d_1656,TX3,62,1656,11528,1.68,Tuesday,4,8,2015,0,1,1
d_1657,TX3,82,1657,11528,1.68,Wednesday,5,8,2015,0,1,1
d_1658,TX3,88,1658,11528,1.68,Thursday,6,8,2015,0,1,0
d_1659,TX3,94,1659,11528,1.68,Friday,7,8,2015,0,0,1
d_1660,TX3,116,1660,11529,1.68,Saturday,1,8,2015,0,1,1
d_1661,TX3,104,1661,11529,1.68,Sunday,2,8,2015,0,0,0
d_1662,TX3,93,1662,11529,1.68,Monday,3,8,2015,0,0,0
d_1663,TX3,100,1663,11529,1.68,Tuesday,4,8,2015,0,0,0
d_1664,TX3,57,1664,11529,1.68,Wednesday,5,8,2015,0,0,0
d_1665,TX3,53,1665,11529,1.68,Thursday,6,8,2015,0,0,0
d_1666,TX3,106,1666,11529,1.68,Friday,7,8,2015,0,0,0
d_1667,TX3,128,1667,11530,1.68,Saturday,1,8,2015,0,0,0
d_1668,TX3,139,1668,11530,1.68,Sunday,2,8,2015,0,0,0
d_1669,TX3,63,1669,11530,1.68,Monday,3,8,2015,0,0,0
d_1670,TX3,61,1670,11530,1.68,Tuesday,4,8,2015,0,0,0
d_1671,TX3,79,1671,11530,1.68,Wednesday,5,8,2015,0,0,0
d_1672,TX3,62,1672,11530,1.68,Thursday,6,8,2015,0,0,0
d_1673,TX3,76,1673,11530,1.68,Friday,7,8,2015,0,0,0
d_1674,TX3,70,1674,11531,1.68,Saturday,1,8,2015,0,0,0
d_1675,TX3,56,1675,11531,1.68,Sunday,2,8,2015,0,0,0
d_1676,TX3,43,1676,11531,1.68,Monday,3,8,2015,0,0,0
d_1677,TX3,56,1677,11531,1.68,Tuesday,4,9,2015,1,1,0
d_1678,TX3,80,1678,11531,1.68,Wednesday,5,9,2015,1,0,1
d_1679,TX3,69,1679,11531,1.68,Thursday,6,9,2015,1,1,1
d_1680,TX3,52,1680,11531,1.68,Friday,7,9,2015,1,0,0
d_1681,TX3,83,1681,11532,1.68,Saturday,1,9,2015,1,1,1
d_1682,TX3,86,1682,11532,1.68,Sunday,2,9,2015,1,1,1
d_1683,TX3,65,1683,11532,1.68,Monday,3,9,2015,1,1,0
d_1684,TX3,35,1684,11532,1.68,Tuesday,4,9,2015,1,0,1
d_1685,TX3,58,1685,11532,1.68,Wednesday,5,9,2015,1,1,1
d_1686,TX3,46,1686,11532,1.68,Thursday,6,9,2015,1,0,0
d_1687,TX3,61,1687,11532,1.68,Friday,7,9,2015,0,1,1
d_1688,TX3,83,1688,11533,1.68,Saturday,1,9,2015,0,1,1
d_1689,TX3,78,1689,11533,1.68,Sunday,2,9,2015,0,1,0
d_1690,TX3,65,1690,11533,1.68,Monday,3,9,2015,0,0,1
d_1691,TX3,59,1691,11533,1.68,Tuesday,4,9,2015,0,1,1
d_1692,TX3,52,1692,11533,1.68,Wednesday,5,9,2015,0,0,0
d_1693,TX3,59,1693,11533,1.68,Thursday,6,9,2015,0,0,0
d_1694,TX3,77,1694,11533,1.68,Friday,7,9,2015,0,0,0
d_1695,TX3,88,1695,11534,1.68,Saturday,1,9,2015,0,0,0
d_1696,TX3,90,1696,11534,1.68,Sunday,2,9,2015,0,0,0
d_1697,TX3,43,1697,11534,1.68,Monday,3,9,2015,0,0,0
d_1698,TX3,61,1698,11534,1.68,Tuesday,4,9,2015,0,0,0
d_1699,TX3,45,1699,11534,1.68,Wednesday,5,9,2015,0,0,0
d_1700,TX3,59,1700,11534,1.68,Thursday,6,9,2015,0,0,0
d_1701,TX3,53,1701,11534,1.68,Friday,7,9,2015,0,0,0
d_1702,TX3,84,1702,11535,1.68,Saturday,1,9,2015,0,0,0
d_1703,TX3,65,1703,11535,1.68,Sunday,2,9,2015,0,0,0
d_1704,TX3,46,1704,11535,1.68,Monday,3,9,2015,0,0,0
d_1705,TX3,57,1705,11535,1.68,Tuesday,4,9,2015,0,0,0
d_1706,TX3,51,1706,11535,1.68,Wednesday,5,9,2015,0,0,0
d_1707,TX3,71,1707,11535,1.68,Thursday,6,10,2015,1,1,0
d_1708,TX3,81,1708,11535,1.68,Friday,7,10,2015,1,0,1
d_1709,TX3,84,1709,11536,1.68,Saturday,1,10,2015,1,1,1
d_1710,TX3,75,1710,11536,1.68,Sunday,2,10,2015,1,0,0
d_1711,TX3,78,1711,11536,1.68,Monday,3,10,2015,1,1,1
d_1712,TX3,73,1712,11536,1.68,Tuesday,4,10,2015,1,1,1
d_1713,TX3,72,1713,11536,1.68,Wednesday,5,10,2015,1,1,0
d_1714,TX3,68,1714,11536,1.68,Thursday,6,10,2015,1,0,1
d_1715,TX3,86,1715,11536,1.68,Friday,7,10,2015,1,1,1
d_1716,TX3,75,1716,11537,1.68,Saturday,1,10,2015,1,0,0
d_1717,TX3,99,1717,11537,1.68,Sunday,2,10,2015,0,1,1
d_1718,TX3,74,1718,11537,1.68,Monday,3,10,2015,0,1,1
d_1719,TX3,88,1719,11537,1.68,Tuesday,4,10,2015,0,1,0
d_1720,TX3,65,1720,11537,1.68,Wednesday,5,10,2015,0,0,1
d_1721,TX3,57,1721,11537,1.68,Thursday,6,10,2015,0,1,1
d_1722,TX3,79,1722,11537,1.68,Friday,7,10,2015,0,0,0
d_1723,TX3,80,1723,11538,1.68,Saturday,1,10,2015,0,0,0
d_1724,TX3,78,1724,11538,1.68,Sunday,2,10,2015,0,0,0
d_1725,TX3,71,1725,11538,1.68,Monday,3,10,2015,0,0,0
d_1726,TX3,56,1726,11538,1.68,Tuesday,4,10,2015,0,0,0
d_1727,TX3,38,1727,11538,1.68,Wednesday,5,10,2015,0,0,0
d_1728,TX3,77,1728,11538,1.68,Thursday,6,10,2015,0,0,0
d_1729,TX3,72,1729,11538,1.68,Friday,7,10,2015,0,0,0
d_1730,TX3,55,1730,11539,1.68,Saturday,1,10,2015,0,0,0
d_1731,TX3,67,1731,11539,1.68,Sunday,2,10,2015,0,0,0
d_1732,TX3,74,1732,11539,1.68,Monday,3,10,2015,0,0,0
d_1733,TX3,71,1733,11539,1.68,Tuesday,4,10,2015,0,0,0
d_1734,TX3,76,1734,11539,1.68,Wednesday,5,10,2015,0,0,0
d_1735,TX3,59,1735,11539,1.68,Thursday,6,10,2015,0,0,0
d_1736,TX3,76,1736,11539,1.68,Friday,7,10,2015,0,0,0
d_1737,TX3,59,1737,11540,1.68,Saturday,1,10,2015,0,0,0
d_1738,TX3,74,1738,11540,1.68,Sunday,2,11,2015,1,1,0
d_1739,TX3,70,1739,11540,1.68,Monday,3,11,2015,1,0,1
d_1740,TX3,63,1740,11540,1.68,Tuesday,4,11,2015,1,1,1
d_1741,TX3,45,1741,11540,1.68,Wednesday,5,11,2015,1,0,0
d_1742,TX3,51,1742,11540,1.68,Thursday,6,11,2015,1,1,1
d_1743,TX3,63,1743,11540,1.68,Friday,7,11,2015,1,1,1
d_1744,TX3,40,1744,11541,1.68,Saturday,1,11,2015,1,1,0
d_1745,TX3,54,1745,11541,1.68,Sunday,2,11,2015,1,0,1
d_1746,TX3,47,1746,11541,1.68,Monday,3,11,2015,1,1,1
d_1747,TX3,62,1747,11541,1.68,Tuesday,4,11,2015,1,0,0
d_1748,TX3,65,1748,11541,1.68,Wednesday,5,11,2015,0,1,1
d_1749,TX3,73,1749,11541,1.68,Thursday,6,11,2015,0,1,1
d_1750,TX3,77,1750,11541,1.68,Friday,7,11,2015,0,1,0
d_1751,TX3,93,1751,11542,1.68,Saturday,1,11,2015,0,0,1
d_1752,TX3,74,1752,11542,1.68,Sunday,2,11,2015,0,1,1
d_1753,TX3,41,1753,11542,1.68,Monday,3,11,2015,0,0,0
d_1754,TX3,42,1754,11542,1.68,Tuesday,4,11,2015,0,0,0
d_1755,TX3,75,1755,11542,1.68,Wednesday,5,11,2015,0,0,0
d_1756,TX3,61,1756,11542,1.68,Thursday,6,11,2015,0,0,0
d_1757,TX3,73,1757,11542,1.68,Friday,7,11,2015,0,0,0
d_1758,TX3,90,1758,11543,1.68,Saturday,1,11,2015,0,0,0
d_1759,TX3,82,1759,11543,1.68,Sunday,2,11,2015,0,0,0
d_1760,TX3,71,1760,11543,1.68,Monday,3,11,2015,0,0,0
d_1761,TX3,71,1761,11543,1.68,Tuesday,4,11,2015,0,0,0
d_1762,TX3,84,1762,11543,1.68,Wednesday,5,11,2015,0,0,0
d_1763,TX3,109,1763,11543,1.68,Thursday,6,11,2015,0,0,0
d_1764,TX3,80,1764,11543,1.68,Friday,7,11,2015,0,0,0
d_1765,TX3,62,1765,11544,1.68,Saturday,1,11,2015,0,0,0
d_1766,TX3,63,1766,11544,1.68,Sunday,2,11,2015,0,0,0
d_1767,TX3,56,1767,11544,1.68,Monday,3,11,2015,0,0,0
d_1768,TX3,62,1768,11544,1.68,Tuesday,4,12,2015,1,1,0
d_1769,TX3,65,1769,11544,1.68,Wednesday,5,12,2015,1,0,1
d_1770,TX3,87,1770,11544,1.68,Thursday,6,12,2015,1,1,1
d_1771,TX3,75,1771,11544,1.68,Friday,7,12,2015,1,0,0
d_1772,TX3,82,1772,11545,1.68,Saturday,1,12,2015,1,1,1
d_1773,TX3,98,1773,11545,1.68,Sunday,2,12,2015,1,1,1
d_1774,TX3,70,1774,11545,1.68,Monday,3,12,2015,1,1,0
d_1775,TX3,71,1775,11545,1.68,Tuesday,4,12,2015,1,0,1
d_1776,TX3,71,1776,11545,1.68,Wednesday,5,12,2015,1,1,1
d_1777,TX3,77,1777,11545,1.68,Thursday,6,12,2015,1,0,0
d_1778,TX3,90,1778,11545,1.68,Friday,7,12,2015,0,1,1
d_1779,TX3,96,1779,11546,1.68,Saturday,1,12,2015,0,1,1
d_1780,TX3,98,1780,11546,1.68,Sunday,2,12,2015,0,1,0
d_1781,TX3,89,1781,11546,1.68,Monday,3,12,2015,0,0,1
d_1782,TX3,86,1782,11546,1.68,Tuesday,4,12,2015,0,1,1
d_1783,TX3,103,1783,11546,1.68,Wednesday,5,12,2015,0,0,0
d_1784,TX3,93,1784,11546,1.68,Thursday,6,12,2015,0,0,0
d_1785,TX3,78,1785,11546,1.68,Friday,7,12,2015,0,0,0
d_1786,TX3,90,1786,11547,1.68,Saturday,1,12,2015,0,0,0
d_1787,TX3,75,1787,11547,1.68,Sunday,2,12,2015,0,0,0
d_1788,TX3,94,1788,11547,1.68,Monday,3,12,2015,0,0,0
d_1789,TX3,98,1789,11547,1.68,Tuesday,4,12,2015,0,0,0
d_1790,TX3,138,1790,11547,1.68,Wednesday,5,12,2015,0,0,0
d_1791,TX3,121,1791,11547,1.68,Thursday,6,12,2015,0,0,0
d_1792,TX3,0,1792,11547,1.68,Friday,7,12,2015,0,0,0
d_1793,TX3,105,1793,11548,1.68,Saturday,1,12,2015,0,0,0
d_1794,TX3,56,1794,11548,1.68,Sunday,2,12,2015,0,0,0
d_1795,TX3,49,1795,11548,1.68,Monday,3,12,2015,0,0,0
d_1796,TX3,49,1796,11548,1.68,Tuesday,4,12,2015,0,0,0
d_1797,TX3,57,1797,11548,1.68,Wednesday,5,12,2015,0,0,0
d_1798,TX3,84,1798,11548,1.68,Thursday,6,12,2015,0,0,0
d_1799,TX3,48,1799,11548,1.68,Friday,7,1,2016,1,1,0
d_1800,TX3,81,1800,11549,1.68,Saturday,1,1,2016,1,0,1
d_1801,TX3,70,1801,11549,1.68,Sunday,2,1,2016,1,1,1
d_1802,TX3,66,1802,11549,1.68,Monday,3,1,2016,1,0,0
d_1803,TX3,67,1803,11549,1.68,Tuesday,4,1,2016,1,1,1
d_1804,TX3,68,1804,11549,1.68,Wednesday,5,1,2016,1,1,1
d_1805,TX3,73,1805,11549,1.68,Thursday,6,1,2016,1,1,0
d_1806,TX3,78,1806,11549,1.68,Friday,7,1,2016,1,0,1
d_1807,TX3,55,1807,11550,1.68,Saturday,1,1,2016,1,1,1
d_1808,TX3,58,1808,11550,1.68,Sunday,2,1,2016,1,0,0
d_1809,TX3,62,1809,11550,1.68,Monday,3,1,2016,0,1,1
d_1810,TX3,63,1810,11550,1.68,Tuesday,4,1,2016,0,1,1
d_1811,TX3,48,1811,11550,1.68,Wednesday,5,1,2016,0,1,0
d_1812,TX3,61,1812,11550,1.68,Thursday,6,1,2016,0,0,1
d_1813,TX3,44,1813,11550,1.68,Friday,7,1,2016,0,1,1
d_1814,TX3,73,1814,11551,1.68,Saturday,1,1,2016,0,0,0
d_1815,TX3,67,1815,11551,1.68,Sunday,2,1,2016,0,0,0
d_1816,TX3,62,1816,11551,1.68,Monday,3,1,2016,0,0,0
d_1817,TX3,50,1817,11551,1.68,Tuesday,4,1,2016,0,0,0
d_1818,TX3,59,1818,11551,1.68,Wednesday,5,1,2016,0,0,0
d_1819,TX3,61,1819,11551,1.68,Thursday,6,1,2016,0,0,0
d_1820,TX3,61,1820,11551,1.68,Friday,7,1,2016,0,0,0
d_1821,TX3,78,1821,11552,1.68,Saturday,1,1,2016,0,0,0
d_1822,TX3,76,1822,11552,1.68,Sunday,2,1,2016,0,0,0
d_1823,TX3,54,1823,11552,1.68,Monday,3,1,2016,0,0,0
d_1824,TX3,25,1824,11552,1.68,Tuesday,4,1,2016,0,0,0
d_1825,TX3,54,1825,11552,1.68,Wednesday,5,1,2016,0,0,0
d_1826,TX3,54,1826,11552,1.68,Thursday,6,1,2016,0,0,0
d_1827,TX3,61,1827,11552,1.68,Friday,7,1,2016,0,0,0
d_1828,TX3,71,1828,11601,1.68,Saturday,1,1,2016,0,0,0
d_1829,TX3,78,1829,11601,1.68,Sunday,2,1,2016,0,0,0
d_1830,TX3,74,1830,11601,1.68,Monday,3,2,2016,1,1,0
d_1831,TX3,64,1831,11601,1.68,Tuesday,4,2,2016,1,0,1
d_1832,TX3,61,1832,11601,1.68,Wednesday,5,2,2016,1,1,1
d_1833,TX3,65,1833,11601,1.68,Thursday,6,2,2016,1,0,0
d_1834,TX3,73,1834,11601,1.68,Friday,7,2,2016,1,1,1
d_1835,TX3,91,1835,11602,1.68,Saturday,1,2,2016,1,1,1
d_1836,TX3,74,1836,11602,1.68,Sunday,2,2,2016,1,1,0
d_1837,TX3,57,1837,11602,1.68,Monday,3,2,2016,1,0,1
d_1838,TX3,73,1838,11602,1.68,Tuesday,4,2,2016,1,1,1
d_1839,TX3,64,1839,11602,1.68,Wednesday,5,2,2016,1,0,0
d_1840,TX3,104,1840,11602,1.68,Thursday,6,2,2016,0,1,1
d_1841,TX3,109,1841,11602,1.68,Friday,7,2,2016,0,1,1
d_1842,TX3,115,1842,11603,1.68,Saturday,1,2,2016,0,1,0
d_1843,TX3,75,1843,11603,1.68,Sunday,2,2,2016,0,0,1
d_1844,TX3,70,1844,11603,1.68,Monday,3,2,2016,0,1,1
d_1845,TX3,54,1845,11603,1.68,Tuesday,4,2,2016,0,0,0
d_1846,TX3,31,1846,11603,1.68,Wednesday,5,2,2016,0,0,0
d_1847,TX3,5,1847,11603,1.68,Thursday,6,2,2016,0,0,0
d_1848,TX3,88,1848,11603,1.68,Friday,7,2,2016,0,0,0
d_1849,TX3,110,1849,11604,1.68,Saturday,1,2,2016,0,0,0
d_1850,TX3,115,1850,11604,1.68,Sunday,2,2,2016,0,0,0
d_1851,TX3,46,1851,11604,1.68,Monday,3,2,2016,0,0,0
d_1852,TX3,75,1852,11604,1.68,Tuesday,4,2,2016,0,0,0
d_1853,TX3,58,1853,11604,1.68,Wednesday,5,2,2016,0,0,0
d_1854,TX3,71,1854,11604,1.68,Thursday,6,2,2016,0,0,0
d_1855,TX3,69,1855,11604,1.68,Friday,7,2,2016,0,0,0
d_1856,TX3,84,1856,11605,1.68,Saturday,1,2,2016,0,0,0
d_1857,TX3,74,1857,11605,1.68,Sunday,2,2,2016,0,0,0
d_1858,TX3,75,1858,11605,1.68,Monday,3,2,2016,0,0,0
d_1859,TX3,66,1859,11605,1.68,Tuesday,4,3,2016,1,1,0
d_1860,TX3,57,1860,11605,1.68,Wednesday,5,3,2016,1,0,1
d_1861,TX3,69,1861,11605,1.68,Thursday,6,3,2016,1,1,1
d_1862,TX3,70,1862,11605,1.68,Friday,7,3,2016,1,0,0
d_1863,TX3,65,1863,11606,1.68,Saturday,1,3,2016,1,1,1
d_1864,TX3,56,1864,11606,1.68,Sunday,2,3,2016,1,1,1
d_1865,TX3,69,1865,11606,1.68,Monday,3,3,2016,1,1,0
d_1866,TX3,48,1866,11606,1.68,Tuesday,4,3,2016,1,0,1
d_1867,TX3,53,1867,11606,1.68,Wednesday,5,3,2016,1,1,1
d_1868,TX3,59,1868,11606,1.68,Thursday,6,3,2016,1,0,0
d_1869,TX3,78,1869,11606,1.68,Friday,7,3,2016,0,1,1
d_1870,TX3,66,1870,11607,1.68,Saturday,1,3,2016,0,1,1
d_1871,TX3,61,1871,11607,1.68,Sunday,2,3,2016,0,1,0
d_1872,TX3,80,1872,11607,1.68,Monday,3,3,2016,0,0,1
d_1873,TX3,51,1873,11607,1.68,Tuesday,4,3,2016,0,1,1
d_1874,TX3,68,1874,11607,1.68,Wednesday,5,3,2016,0,0,0
d_1875,TX3,50,1875,11607,1.68,Thursday,6,3,2016,0,0,0
d_1876,TX3,54,1876,11607,1.68,Friday,7,3,2016,0,0,0
d_1877,TX3,61,1877,11608,1.68,Saturday,1,3,2016,0,0,0
d_1878,TX3,66,1878,11608,1.68,Sunday,2,3,2016,0,0,0
d_1879,TX3,55,1879,11608,1.68,Monday,3,3,2016,0,0,0
d_1880,TX3,48,1880,11608,1.68,Tuesday,4,3,2016,0,0,0
d_1881,TX3,45,1881,11608,1.68,Wednesday,5,3,2016,0,0,0
d_1882,TX3,58,1882,11608,1.68,Thursday,6,3,2016,0,0,0
d_1883,TX3,86,1883,11608,1.68,Friday,7,3,2016,0,0,0
d_1884,TX3,91,1884,11609,1.68,Saturday,1,3,2016,0,0,0
d_1885,TX3,93,1885,11609,1.68,Sunday,2,3,2016,0,0,0
d_1886,TX3,45,1886,11609,1.68,Monday,3,3,2016,0,0,0
d_1887,TX3,46,1887,11609,1.68,Tuesday,4,3,2016,0,0,0
d_1888,TX3,45,1888,11609,1.68,Wednesday,5,3,2016,0,0,0
d_1889,TX3,54,1889,11609,1.68,Thursday,6,3,2016,0,0,0
d_1890,TX3,61,1890,11609,1.68,Friday,7,4,2016,1,1,0
d_1891,TX3,62,1891,11610,1.68,Saturday,1,4,2016,1,0,1
d_1892,TX3,72,1892,11610,1.68,Sunday,2,4,2016,1,1,1
d_1893,TX3,54,1893,11610,1.68,Monday,3,4,2016,1,0,0
d_1894,TX3,77,1894,11610,1.68,Tuesday,4,4,2016,1,1,1
d_1895,TX3,45,1895,11610,1.68,Wednesday,5,4,2016,1,1,1
d_1896,TX3,51,1896,11610,1.68,Thursday,6,4,2016,1,1,0
d_1897,TX3,68,1897,11610,1.68,Friday,7,4,2016,1,0,1
d_1898,TX3,77,1898,11611,1.68,Saturday,1,4,2016,1,1,1
d_1899,TX3,72,1899,11611,1.68,Sunday,2,4,2016,1,0,0
d_1900,TX3,58,1900,11611,1.68,Monday,3,4,2016,0,1,1
d_1901,TX3,43,1901,11611,1.68,Tuesday,4,4,2016,0,1,1
d_1902,TX3,67,1902,11611,1.68,Wednesday,5,4,2016,0,1,0
d_1903,TX3,55,1903,11611,1.68,Thursday,6,4,2016,0,0,1
d_1904,TX3,56,1904,11611,1.68,Friday,7,4,2016,0,1,1
d_1905,TX3,67,1905,11612,1.68,Saturday,1,4,2016,0,0,0
d_1906,TX3,69,1906,11612,1.68,Sunday,2,4,2016,0,0,0
d_1907,TX3,49,1907,11612,1.68,Monday,3,4,2016,0,0,0
d_1908,TX3,55,1908,11612,1.68,Tuesday,4,4,2016,0,0,0
d_1909,TX3,60,1909,11612,1.68,Wednesday,5,4,2016,0,0,0
d_1910,TX3,55,1910,11612,1.68,Thursday,6,4,2016,0,0,0
d_1911,TX3,55,1911,11612,1.68,Friday,7,4,2016,0,0,0
d_1912,TX3,66,1912,11613,1.68,Saturday,1,4,2016,0,0,0
d_1913,TX3,47,1913,11613,1.68,Sunday,2,4,2016,0,0,0
d_1,WI1,26,1,11101,1.48,Saturday,1,1,2011,0,0,0
d_2,WI1,14,2,11101,1.48,Sunday,2,1,2011,0,0,0
d_3,WI1,11,3,11101,1.48,Monday,3,1,2011,0,0,0
d_4,WI1,12,4,11101,1.48,Tuesday,4,2,2011,1,1,0
d_5,WI1,0,5,11101,1.48,Wednesday,5,2,2011,1,0,1
d_6,WI1,11,6,11101,1.48,Thursday,6,2,2011,1,1,1
d_7,WI1,16,7,11101,1.48,Friday,7,2,2011,1,0,0
d_8,WI1,17,8,11102,1.48,Saturday,1,2,2011,1,1,1
d_9,WI1,21,9,11102,1.48,Sunday,2,2,2011,1,1,1
d_10,WI1,13,10,11102,1.48,Monday,3,2,2011,1,1,0
d_11,WI1,8,11,11102,1.48,Tuesday,4,2,2011,1,0,1
d_12,WI1,11,12,11102,1.48,Wednesday,5,2,2011,1,1,1
d_13,WI1,11,13,11102,1.48,Thursday,6,2,2011,1,0,0
d_14,WI1,20,14,11102,1.48,Friday,7,2,2011,0,1,1
d_15,WI1,32,15,11103,1.48,Saturday,1,2,2011,0,1,1
d_16,WI1,40,16,11103,1.48,Sunday,2,2,2011,0,1,0
d_17,WI1,11,17,11103,1.48,Monday,3,2,2011,0,0,1
d_18,WI1,13,18,11103,1.48,Tuesday,4,2,2011,0,1,1
d_19,WI1,11,19,11103,1.48,Wednesday,5,2,2011,0,0,0
d_20,WI1,23,20,11103,1.48,Thursday,6,2,2011,0,0,0
d_21,WI1,20,21,11103,1.48,Friday,7,2,2011,0,0,0
d_22,WI1,23,22,11104,1.48,Saturday,1,2,2011,0,0,0
d_23,WI1,14,23,11104,1.48,Sunday,2,2,2011,0,0,0
d_24,WI1,11,24,11104,1.48,Monday,3,2,2011,0,0,0
d_25,WI1,17,25,11104,1.48,Tuesday,4,2,2011,0,0,0
d_26,WI1,11,26,11104,1.48,Wednesday,5,2,2011,0,0,0
d_27,WI1,15,27,11104,1.48,Thursday,6,2,2011,0,0,0
d_28,WI1,24,28,11104,1.48,Friday,7,2,2011,0,0,0
d_29,WI1,18,29,11105,1.48,Saturday,1,2,2011,0,0,0
d_30,WI1,20,30,11105,1.48,Sunday,2,2,2011,0,0,0
d_31,WI1,16,31,11105,1.48,Monday,3,2,2011,0,0,0
d_32,WI1,15,32,11105,1.48,Tuesday,4,3,2011,1,1,0
d_33,WI1,18,33,11105,1.48,Wednesday,5,3,2011,1,0,1
d_34,WI1,14,34,11105,1.48,Thursday,6,3,2011,1,1,1
d_35,WI1,19,35,11105,1.48,Friday,7,3,2011,1,0,0
d_36,WI1,16,36,11106,1.48,Saturday,1,3,2011,1,1,1
d_37,WI1,19,37,11106,1.48,Sunday,2,3,2011,1,1,1
d_38,WI1,8,38,11106,1.48,Monday,3,3,2011,1,1,0
d_39,WI1,7,39,11106,1.48,Tuesday,4,3,2011,1,0,1
d_40,WI1,10,40,11106,1.48,Wednesday,5,3,2011,1,1,1
d_41,WI1,7,41,11106,1.48,Thursday,6,3,2011,1,0,0
d_42,WI1,14,42,11106,1.48,Friday,7,3,2011,0,1,1
d_43,WI1,17,43,11107,1.48,Saturday,1,3,2011,0,1,1
d_44,WI1,13,44,11107,1.48,Sunday,2,3,2011,0,1,0
d_45,WI1,8,45,11107,1.48,Monday,3,3,2011,0,0,1
d_46,WI1,10,46,11107,1.48,Tuesday,4,3,2011,0,1,1
d_47,WI1,15,47,11107,1.48,Wednesday,5,3,2011,0,0,0
d_48,WI1,13,48,11107,1.48,Thursday,6,3,2011,0,0,0
d_49,WI1,17,49,11107,1.48,Friday,7,3,2011,0,0,0
d_50,WI1,23,50,11108,1.48,Saturday,1,3,2011,0,0,0
d_51,WI1,23,51,11108,1.48,Sunday,2,3,2011,0,0,0
d_52,WI1,18,52,11108,1.48,Monday,3,3,2011,0,0,0
d_53,WI1,14,53,11108,1.48,Tuesday,4,3,2011,0,0,0
d_54,WI1,16,54,11108,1.48,Wednesday,5,3,2011,0,0,0
d_55,WI1,12,55,11108,1.48,Thursday,6,3,2011,0,0,0
d_56,WI1,15,56,11108,1.48,Friday,7,3,2011,0,0,0
d_57,WI1,31,57,11109,1.48,Saturday,1,3,2011,0,0,0
d_58,WI1,23,58,11109,1.48,Sunday,2,3,2011,0,0,0
d_59,WI1,7,59,11109,1.48,Monday,3,3,2011,0,0,0
d_60,WI1,10,60,11109,1.48,Tuesday,4,3,2011,0,0,0
d_61,WI1,19,61,11109,1.48,Wednesday,5,3,2011,0,0,0
d_62,WI1,12,62,11109,1.48,Thursday,6,3,2011,0,0,0
d_63,WI1,14,63,11109,1.48,Friday,7,4,2011,1,1,0
d_64,WI1,21,64,11110,1.48,Saturday,1,4,2011,1,0,1
d_65,WI1,20,65,11110,1.48,Sunday,2,4,2011,1,1,1
d_66,WI1,10,66,11110,1.48,Monday,3,4,2011,1,0,0
d_67,WI1,19,67,11110,1.48,Tuesday,4,4,2011,1,1,1
d_68,WI1,7,68,11110,1.48,Wednesday,5,4,2011,1,1,1
d_69,WI1,23,69,11110,1.48,Thursday,6,4,2011,1,1,0
d_70,WI1,23,70,11110,1.48,Friday,7,4,2011,1,0,1
d_71,WI1,23,71,11111,1.48,Saturday,1,4,2011,1,1,1
d_72,WI1,21,72,11111,1.48,Sunday,2,4,2011,1,0,0
d_73,WI1,14,73,11111,1.48,Monday,3,4,2011,0,1,1
d_74,WI1,20,74,11111,1.48,Tuesday,4,4,2011,0,1,1
d_75,WI1,18,75,11111,1.48,Wednesday,5,4,2011,0,1,0
d_76,WI1,14,76,11111,1.48,Thursday,6,4,2011,0,0,1
d_77,WI1,14,77,11111,1.48,Friday,7,4,2011,0,1,1
d_78,WI1,26,78,11112,1.48,Saturday,1,4,2011,0,0,0
d_79,WI1,16,79,11112,1.48,Sunday,2,4,2011,0,0,0
d_80,WI1,11,80,11112,1.48,Monday,3,4,2011,0,0,0
d_81,WI1,8,81,11112,1.48,Tuesday,4,4,2011,0,0,0
d_82,WI1,10,82,11112,1.48,Wednesday,5,4,2011,0,0,0
d_83,WI1,14,83,11112,1.48,Thursday,6,4,2011,0,0,0
